제작자,차명,생산기간(부터),생산기간(까지),리콜개시일,리콜사유
한국토요타자동차(주),토요타 시에나 하이브리드 AWD,2020-03-04,2022-08-16,2023-02-23,"좌석안전띠 경고장치를 제어하는 콤비네이션 미터 소프트웨어 오류로, 운전석 좌석안전띠 미착용 상태에서 시동 시 경고음이 발생하지 않을 가능성이 있으며, 이 경우 미국 연방 자동차안전기준「FMVSS208(승객보호요건)*」의 규정을 만족하지 않을 수 있음.*FMVSS208(승객보호요건): 운전석 좌석안전띠 미착용 상태에서 시동 시, 경고음(4~8초간) 및 경고등(60초 이상)이 점등되어야 함."
한국토요타자동차(주),토요타 시에나 하이브리드 2WD,2020-03-09,2022-08-18,2023-02-23,"좌석안전띠 경고장치를 제어하는 콤비네이션 미터 소프트웨어 오류로, 운전석 좌석안전띠 미착용 상태에서 시동 시 경고음이 발생하지 않을 가능성이 있으며, 이 경우 미국 연방 자동차안전기준「FMVSS208(승객보호요건)*」의 규정을 만족하지 않을 수 있음.*FMVSS208(승객보호요건): 운전석 좌석안전띠 미착용 상태에서 시동 시, 경고음(4~8초간) 및 경고등(60초 이상)이 점등되어야 함."
만트럭버스코리아(주),Lion's 2층 버스,2019-07-31,2019-07-31,2023-02-17,"차량의 바디(승객석 난방용)와 엔진의 냉각수 라인이 연결되어 엔진의 냉각수가 바디 난방과 엔진 냉각을 위해 동시에 사용되고 있습니다. 만약 바디의 냉각수 라인에서 냉각수가 누수가 될 경우, 엔진 냉각수의 부족으로 엔진의 EGR 모듈 냉각핀이 충분히 냉각되지 않아 열에 의한 손상 및 EGR 모듈에서 냉각수 누수가 발생할 가능성이 있습니다."
만트럭버스코리아(주),Lion's 2층 버스,2016-10-18,2018-09-14,2023-02-17,"차량의 바디(승객석 난방용)와 엔진의 냉각수 라인이 연결되어 엔진의 냉각수가 바디 난방과 엔진 냉각을 위해 동시에 사용되고 있습니다. 만약 바디의 냉각수 라인에서 냉각수가 누수가 될 경우, 엔진 냉각수의 부족으로 엔진의 EGR 모듈 냉각핀이 충분히 냉각되지 않아 열에 의한 손상 및 EGR 모듈에서 냉각수 누수가 발생할 가능성이 있습니다."
비엠더블유코리아(주),R1250GS Adventure,2022-12-15,2022-12-20,2023-03-03,엔진 제어 장치(ECU) 소프트웨어의 설정(회전속도 허용차)의 오류로 엔진과 종감속 기어간 회전 속도의 급격한 차이가 발생할 경우 변속기의 입력축에 과부하가 발생하여 파손될 가능성이 있습니다
비엠더블유코리아(주),R1250GS,2022-12-15,2022-12-15,2023-03-03,엔진 제어 장치(ECU) 소프트웨어의 설정(회전속도 허용차)의 오류로 엔진과 종감속 기어간 회전 속도의 급격한 차이가 발생할 경우 변속기의 입력축에 과부하가 발생하여 파손될 가능성이 있습니다
(주)볼보자동차코리아,V60CC,2021-03-29,2021-03-29,2023-01-30,국내 수입된 2019~2022년식 XC90·V60CC·V90CC 일부 차량에 장착된 스티어링 기어의 조립 과정 중 의도치 않게 여분의 나사가 삽입되어 스티어링 기어를 손상시킬 가능성이 확인되었습니다. 
(주)볼보자동차코리아,V90CC,2021-02-05,2021-02-05,2023-01-30,국내 수입된 2019~2022년식 XC90·V60CC·V90CC 일부 차량에 장착된 스티어링 기어의 조립 과정 중 의도치 않게 여분의 나사가 삽입되어 스티어링 기어를 손상시킬 가능성이 확인되었습니다. 
(주)볼보자동차코리아,XC90,2019-01-04,2022-01-20,2023-01-30,국내 수입된 2019~2022년식 XC90·V60CC·V90CC 일부 차량에 장착된 스티어링 기어의 조립 과정 중 의도치 않게 여분의 나사가 삽입되어 스티어링 기어를 손상시킬 가능성이 확인되었습니다. 
폭스바겐그룹코리아 주식회사,Urus,2019-05-03,2022-09-09,2023-02-17,"특정 기간 동안 생산/수입된 일부 차량의 트렁크 내부에 탑재된 안전삼각대가 제조 공정상의 오류로 인하여 반사 성능이 충분하지 않을 가능성이 있습니다. 이는, ‘자동차 및 자동차 부품의 성능과 기준에 관한 규칙’ 제112조의8(안전삼각대)의 일부를 준수하지 않아 국내 자동차 안전 기준을 충족하지 않습니다."
폭스바겐그룹코리아 주식회사,T-Roc 2.0 TDI Style,2020-09-30,2021-10-21,2023-02-10,"특정 기간 동안 생산/수입된 일부 차량의 트렁크 내부에 탑재된 안전삼각대가 제조 공정상의 오류로 인하여 반사 성능이 충분하지 않을 가능성이 있습니다. 이는, ‘자동차 및 자동차 부품의 성능과 기준에 관한 규칙’ 제112조의8(안전삼각대)의 일부를 준수하지 않아 국내 자동차 안전 기준을 충족하지 않습니다."
폭스바겐그룹코리아 주식회사,T-Roc 2.0 TDI,2020-09-30,2021-11-11,2023-02-10,"특정 기간 동안 생산/수입된 일부 차량의 트렁크 내부에 탑재된 안전삼각대가 제조 공정상의 오류로 인하여 반사 성능이 충분하지 않을 가능성이 있습니다. 이는, ‘자동차 및 자동차 부품의 성능과 기준에 관한 규칙’ 제112조의8(안전삼각대)의 일부를 준수하지 않아 국내 자동차 안전 기준을 충족하지 않습니다."
폭스바겐그룹코리아 주식회사,Touareg 4.0 TDI,2020-02-05,2020-08-25,2023-02-10,"특정 기간 동안 생산/수입된 일부 차량의 트렁크 내부에 탑재된 안전삼각대가 제조 공정상의 오류로 인하여 반사 성능이 충분하지 않을 가능성이 있습니다. 이는, ‘자동차 및 자동차 부품의 성능과 기준에 관한 규칙’ 제112조의8(안전삼각대)의 일부를 준수하지 않아 국내 자동차 안전 기준을 충족하지 않습니다."
폭스바겐그룹코리아 주식회사,Touareg 3.0 TDI,2019-10-29,2020-10-29,2023-02-10,"특정 기간 동안 생산/수입된 일부 차량의 트렁크 내부에 탑재된 안전삼각대가 제조 공정상의 오류로 인하여 반사 성능이 충분하지 않을 가능성이 있습니다. 이는, ‘자동차 및 자동차 부품의 성능과 기준에 관한 규칙’ 제112조의8(안전삼각대)의 일부를 준수하지 않아 국내 자동차 안전 기준을 충족하지 않습니다."
폭스바겐그룹코리아 주식회사,Touareg 3 3.0 TDI,2021-10-14,2022-11-16,2023-02-10,"특정 기간 동안 생산/수입된 일부 차량의 트렁크 내부에 탑재된 안전삼각대가 제조 공정상의 오류로 인하여 반사 성능이 충분하지 않을 가능성이 있습니다. 이는, ‘자동차 및 자동차 부품의 성능과 기준에 관한 규칙’ 제112조의8(안전삼각대)의 일부를 준수하지 않아 국내 자동차 안전 기준을 충족하지 않습니다."
폭스바겐그룹코리아 주식회사,Tiguan Allspace 2.0 TDI,2018-03-20,2020-09-21,2023-02-10,"특정 기간 동안 생산/수입된 일부 차량의 트렁크 내부에 탑재된 안전삼각대가 제조 공정상의 오류로 인하여 반사 성능이 충분하지 않을 가능성이 있습니다. 이는, ‘자동차 및 자동차 부품의 성능과 기준에 관한 규칙’ 제112조의8(안전삼각대)의 일부를 준수하지 않아 국내 자동차 안전 기준을 충족하지 않습니다."
폭스바겐그룹코리아 주식회사,Tiguan Allspace 2 PA 2.0 TSI,2022-02-25,2022-11-04,2023-02-10,"특정 기간 동안 생산/수입된 일부 차량의 트렁크 내부에 탑재된 안전삼각대가 제조 공정상의 오류로 인하여 반사 성능이 충분하지 않을 가능성이 있습니다. 이는, ‘자동차 및 자동차 부품의 성능과 기준에 관한 규칙’ 제112조의8(안전삼각대)의 일부를 준수하지 않아 국내 자동차 안전 기준을 충족하지 않습니다."
폭스바겐그룹코리아 주식회사,Tiguan Allspace 2 PA 2.0 TDI,2022-10-10,2022-12-17,2023-02-10,"특정 기간 동안 생산/수입된 일부 차량의 트렁크 내부에 탑재된 안전삼각대가 제조 공정상의 오류로 인하여 반사 성능이 충분하지 않을 가능성이 있습니다. 이는, ‘자동차 및 자동차 부품의 성능과 기준에 관한 규칙’ 제112조의8(안전삼각대)의 일부를 준수하지 않아 국내 자동차 안전 기준을 충족하지 않습니다."
폭스바겐그룹코리아 주식회사,Tiguan 2.0 TDI 4M,2018-03-15,2020-06-08,2023-02-10,"특정 기간 동안 생산/수입된 일부 차량의 트렁크 내부에 탑재된 안전삼각대가 제조 공정상의 오류로 인하여 반사 성능이 충분하지 않을 가능성이 있습니다. 이는, ‘자동차 및 자동차 부품의 성능과 기준에 관한 규칙’ 제112조의8(안전삼각대)의 일부를 준수하지 않아 국내 자동차 안전 기준을 충족하지 않습니다."
폭스바겐그룹코리아 주식회사,Tiguan 2.0 TDI,2018-02-26,2020-09-12,2023-02-10,"특정 기간 동안 생산/수입된 일부 차량의 트렁크 내부에 탑재된 안전삼각대가 제조 공정상의 오류로 인하여 반사 성능이 충분하지 않을 가능성이 있습니다. 이는, ‘자동차 및 자동차 부품의 성능과 기준에 관한 규칙’ 제112조의8(안전삼각대)의 일부를 준수하지 않아 국내 자동차 안전 기준을 충족하지 않습니다."
폭스바겐그룹코리아 주식회사,Tiguan 2 PA 2.0 TDI 4M,2021-05-05,2022-10-12,2023-02-10,"특정 기간 동안 생산/수입된 일부 차량의 트렁크 내부에 탑재된 안전삼각대가 제조 공정상의 오류로 인하여 반사 성능이 충분하지 않을 가능성이 있습니다. 이는, ‘자동차 및 자동차 부품의 성능과 기준에 관한 규칙’ 제112조의8(안전삼각대)의 일부를 준수하지 않아 국내 자동차 안전 기준을 충족하지 않습니다."
폭스바겐그룹코리아 주식회사,Tiguan 2 PA 2.0 TDI,2021-03-06,2022-10-19,2023-02-10,"특정 기간 동안 생산/수입된 일부 차량의 트렁크 내부에 탑재된 안전삼각대가 제조 공정상의 오류로 인하여 반사 성능이 충분하지 않을 가능성이 있습니다. 이는, ‘자동차 및 자동차 부품의 성능과 기준에 관한 규칙’ 제112조의8(안전삼각대)의 일부를 준수하지 않아 국내 자동차 안전 기준을 충족하지 않습니다."
폭스바겐그룹코리아 주식회사,Passat GT 2.0 TDI 4Motion,2020-10-13,2020-11-01,2023-02-10,"특정 기간 동안 생산/수입된 일부 차량의 트렁크 내부에 탑재된 안전삼각대가 제조 공정상의 오류로 인하여 반사 성능이 충분하지 않을 가능성이 있습니다. 이는, ‘자동차 및 자동차 부품의 성능과 기준에 관한 규칙’ 제112조의8(안전삼각대)의 일부를 준수하지 않아 국내 자동차 안전 기준을 충족하지 않습니다."
폭스바겐그룹코리아 주식회사,Passat GT 2.0 TDI 4M,2017-12-04,2018-07-03,2023-02-10,"특정 기간 동안 생산/수입된 일부 차량의 트렁크 내부에 탑재된 안전삼각대가 제조 공정상의 오류로 인하여 반사 성능이 충분하지 않을 가능성이 있습니다. 이는, ‘자동차 및 자동차 부품의 성능과 기준에 관한 규칙’ 제112조의8(안전삼각대)의 일부를 준수하지 않아 국내 자동차 안전 기준을 충족하지 않습니다."
폭스바겐그룹코리아 주식회사,Passat GT 2.0 TDI,2017-11-17,2020-11-03,2023-02-10,"특정 기간 동안 생산/수입된 일부 차량의 트렁크 내부에 탑재된 안전삼각대가 제조 공정상의 오류로 인하여 반사 성능이 충분하지 않을 가능성이 있습니다. 이는, ‘자동차 및 자동차 부품의 성능과 기준에 관한 규칙’ 제112조의8(안전삼각대)의 일부를 준수하지 않아 국내 자동차 안전 기준을 충족하지 않습니다."
폭스바겐그룹코리아 주식회사,Passat 8 PA 2.0 TDI 4M,2021-10-08,2022-04-08,2023-02-10,"특정 기간 동안 생산/수입된 일부 차량의 트렁크 내부에 탑재된 안전삼각대가 제조 공정상의 오류로 인하여 반사 성능이 충분하지 않을 가능성이 있습니다. 이는, ‘자동차 및 자동차 부품의 성능과 기준에 관한 규칙’ 제112조의8(안전삼각대)의 일부를 준수하지 않아 국내 자동차 안전 기준을 충족하지 않습니다."
폭스바겐그룹코리아 주식회사,Passat 8 PA 2.0 TDI,2021-07-23,2022-06-03,2023-02-10,"특정 기간 동안 생산/수입된 일부 차량의 트렁크 내부에 탑재된 안전삼각대가 제조 공정상의 오류로 인하여 반사 성능이 충분하지 않을 가능성이 있습니다. 이는, ‘자동차 및 자동차 부품의 성능과 기준에 관한 규칙’ 제112조의8(안전삼각대)의 일부를 준수하지 않아 국내 자동차 안전 기준을 충족하지 않습니다."
폭스바겐그룹코리아 주식회사,Jetta 7 PA 1.5 TSI,2022-08-27,2022-11-18,2023-02-10,"특정 기간 동안 생산/수입된 일부 차량의 트렁크 내부에 탑재된 안전삼각대가 제조 공정상의 오류로 인하여 반사 성능이 충분하지 않을 가능성이 있습니다. 이는, ‘자동차 및 자동차 부품의 성능과 기준에 관한 규칙’ 제112조의8(안전삼각대)의 일부를 준수하지 않아 국내 자동차 안전 기준을 충족하지 않습니다."
폭스바겐그룹코리아 주식회사,Jetta 1.4 TSI,2020-09-01,2022-03-14,2023-02-10,"특정 기간 동안 생산/수입된 일부 차량의 트렁크 내부에 탑재된 안전삼각대가 제조 공정상의 오류로 인하여 반사 성능이 충분하지 않을 가능성이 있습니다. 이는, ‘자동차 및 자동차 부품의 성능과 기준에 관한 규칙’ 제112조의8(안전삼각대)의 일부를 준수하지 않아 국내 자동차 안전 기준을 충족하지 않습니다."
폭스바겐그룹코리아 주식회사,ID.4 77kWh,2022-04-14,2022-05-31,2023-02-10,"특정 기간 동안 생산/수입된 일부 차량의 트렁크 내부에 탑재된 안전삼각대가 제조 공정상의 오류로 인하여 반사 성능이 충분하지 않을 가능성이 있습니다. 이는, ‘자동차 및 자동차 부품의 성능과 기준에 관한 규칙’ 제112조의8(안전삼각대)의 일부를 준수하지 않아 국내 자동차 안전 기준을 충족하지 않습니다."
폭스바겐그룹코리아 주식회사,Golf 8 2.0 TDI,2021-07-28,2022-10-19,2023-02-10,"특정 기간 동안 생산/수입된 일부 차량의 트렁크 내부에 탑재된 안전삼각대가 제조 공정상의 오류로 인하여 반사 성능이 충분하지 않을 가능성이 있습니다. 이는, ‘자동차 및 자동차 부품의 성능과 기준에 관한 규칙’ 제112조의8(안전삼각대)의 일부를 준수하지 않아 국내 자동차 안전 기준을 충족하지 않습니다."
